id,trade_id,message,created_at
1b24ed5c-acd7-40a3-8f16-4a2f4b28d4d8,4df4040f-2b38-46a7-86c6-e50830d02bb0,"{""event"": ""trade_start"", ""user1_cards"": [{""id"": ""A1-005"", ""name"": ""Caterpie"", ""count"": 2, ""image"": ""https://assets.tcgdex.net/en/tcgp/A1/005/low.webp"", ""rarity"": ""one_diamond""}], ""user2_cards"": [{""id"": ""A1-001"", ""name"": ""Bulbasaur"", ""count"": 1, ""image"": ""https://assets.tcgdex.net/en/tcgp/A1/001/low.webp"", ""rarity"": ""one_diamond""}], ""user1_card_id"": null, ""user2_card_id"": null}",2025-04-13 15:41:51.326539+00
2ef87c0e-8b8a-4439-a727-6088b33a053c,4df4040f-2b38-46a7-86c6-e50830d02bb0,"{""event"": ""UPDATE"", ""user1_id"": ""cc100856-6562-4ddf-a7ec-5a7fd8463457"", ""user2_id"": ""fb9d034a-934c-430f-972f-426a681fbb4a"", ""user1_cards"": [{""id"": ""A1-001"", ""name"": ""Bulbasaur"", ""count"": 1, ""image"": ""https://assets.tcgdex.net/en/tcgp/A1/001/low.webp"", ""rarity"": ""one_diamond""}], ""user2_cards"": [{""id"": ""A1-005"", ""name"": ""Caterpie"", ""count"": 2, ""image"": ""https://assets.tcgdex.net/en/tcgp/A1/005/low.webp"", ""rarity"": ""one_diamond""}], ""user_1_state"": ""completed"", ""user_2_state"": ""ok""}",2025-04-13 15:41:50.509995+00
5d6f0909-6604-4e53-bd3b-4e7af5bbf679,4df4040f-2b38-46a7-86c6-e50830d02bb0,"{""event"": ""UPDATE"", ""user1_id"": ""cc100856-6562-4ddf-a7ec-5a7fd8463457"", ""user2_id"": ""fb9d034a-934c-430f-972f-426a681fbb4a"", ""user1_cards"": [{""id"": ""A1-001"", ""name"": ""Bulbasaur"", ""count"": 1, ""image"": ""https://assets.tcgdex.net/en/tcgp/A1/001/low.webp"", ""rarity"": ""one_diamond""}], ""user2_cards"": [{""id"": ""A1-005"", ""name"": ""Caterpie"", ""count"": 2, ""image"": ""https://assets.tcgdex.net/en/tcgp/A1/005/low.webp"", ""rarity"": ""one_diamond""}], ""user_1_state"": ""ok"", ""user_2_state"": ""ok""}",2025-04-13 15:41:48.804251+00
9dd1b1a4-bae7-4b09-9b8f-e81f4afb7d4e,,"{""event"": ""DELETE"", ""user1_id"": null, ""user2_id"": null, ""user1_cards"": null, ""user2_cards"": null, ""user_1_state"": null, ""user_2_state"": null}",2025-04-13 15:41:51.326539+00
b15bbb31-ae68-41fb-ab31-801e3b5b8598,4df4040f-2b38-46a7-86c6-e50830d02bb0,"{""event"": ""UPDATE"", ""user1_id"": ""cc100856-6562-4ddf-a7ec-5a7fd8463457"", ""user2_id"": ""fb9d034a-934c-430f-972f-426a681fbb4a"", ""user1_cards"": [{""id"": ""A1-001"", ""name"": ""Bulbasaur"", ""count"": 1, ""image"": ""https://assets.tcgdex.net/en/tcgp/A1/001/low.webp"", ""rarity"": ""one_diamond""}], ""user2_cards"": [{""id"": ""A1-005"", ""name"": ""Caterpie"", ""count"": 2, ""image"": ""https://assets.tcgdex.net/en/tcgp/A1/005/low.webp"", ""rarity"": ""one_diamond""}], ""user_1_state"": ""ok"", ""user_2_state"": ""pending""}",2025-04-13 15:41:46.249924+00
ce7f58d4-7f8b-4ec6-ba1b-3d7c55c715b8,4df4040f-2b38-46a7-86c6-e50830d02bb0,"{""event"": ""UPDATE"", ""user1_id"": ""cc100856-6562-4ddf-a7ec-5a7fd8463457"", ""user2_id"": ""fb9d034a-934c-430f-972f-426a681fbb4a"", ""user1_cards"": [{""id"": ""A1-001"", ""name"": ""Bulbasaur"", ""count"": 1, ""image"": ""https://assets.tcgdex.net/en/tcgp/A1/001/low.webp"", ""rarity"": ""one_diamond""}], ""user2_cards"": [{""id"": ""A1-005"", ""name"": ""Caterpie"", ""count"": 2, ""image"": ""https://assets.tcgdex.net/en/tcgp/A1/005/low.webp"", ""rarity"": ""one_diamond""}], ""user_1_state"": ""completed"", ""user_2_state"": ""completed""}",2025-04-13 15:41:51.100445+00
